title,perex,label
Maurice Steijn dankt zeventienjarige zoon voor zwaarbevochten punt,Sc Heerenveen en VVV-Venlo staan in punten gelijk op de ranglijst en dat kwam tot uiting tijdens het duel in het Abe Lenstra Stadion (2-2).,Report
"Foot - L2 - Ligue 2 : la bonne opération pour Nancy, le Red Star coule","Vainqueur contre Orléans (1-0), Nancy a pris deux points d&#039;avance sur...",Report
"&#039;Het is een duidelijke fout van Scherpen, maar hij blijft onder de lat staan&#039;","FC Emmen-trainer Dick Lukkien weigert Kjell Scherpen als schuldige aan te wijzen voor de nederlaag tegen De Graafschap (1-0). De doelman maakte weliswaar een fout, maar de Drentse ploeg kreeg daarna nog voldoende mogelijkheden.",Report
"De Jong &#039;tien jaar ouder geworden&#039;: &#039;Ik schreeuwde de longen uit mijn lijf&#039;",De Graafschap won dinsdag met 1-0 van FC Emmen en greep daardoor de laatste strohalm om nacompetitie te ontlopen in de Eredivisie. Trainer Henk de Jong zag dat het zijn ploeg in de bloedstollende wedstrijd eindelijk eens meezat.,Report
"Scherpen blundert opnieuw bij FC Emmen: &quot;Ik denk dat het wel duidelijk is&quot;",Kjell Scherpen zit in zak en as na de verloren uitwedstrijd tegen De Graafschap. Door een blunder van de FC Emmen-goalie werd het 1-0 in Doetinchem.,Report
"Clermont, Sochaux ou Lens : les étrangers rachètent les clubs de Ligue 2","Après le rachat de Clermont par un Suisse, un quart des clubs du championnat sont contrôlés par des investisseurs étrangers.",Report
"Provokovali, sekali, řezali. Technicky na nás Kanada neměla, prohlásil Hadamczik","Čeští hokejisté do 18 let nebyli na MS daleko od toho, aby na úkor Kanady vyhráli základní skupinu. Zámořský celek i přes prospaný úvod duel otočil.",Report
"Mondial U18 : le Canada s&#039;offre le 1er rang","UMEA, Suède - Le Canada s&#039;est assuré du premier rang du groupe A grâce à une victoire de 6-2 contre la République tchèque mardi au Championnat mondial de hockey des moins de 18 ans, présenté en Suède. Les patineurs canadiens ont marqué six buts consécutifs après avoir vu leurs rivaux se donner une avance de 2-0. Alex Newhook, Dylan Holloway, Philip Tomasino, Nathan Légaré, Jamieson Rees et Peyton Krebs ont touché la cible pour le Canada. Le gardien Nolan Maier a bloqué 23 rondelles. Radek Muzik et Marcel Barinka ont inscrit les filets des Tchèques pendant que le Lukas Parik était bombardé de 52 tirs. En quarts de finale jeudi, le Canada (4-0) affrontera la Lettonie (1-3).",Report
Trengte åtte minutter på å senke Viking,"SKIEN (VG) (Odd – Viking 1-0) Innbytter Markus Kaasa (21) scoret etter åtte minutter på banen da Odd slo Viking 1–0 i toppkampen på Skagerak Arena. Det gjorde han etter lang tid med motgang.

",Report
"Chomutov se s extraligou rozloučil výhrou, Kladno bez Jágra padlo","Hokejisté Chomutova se s extraligou rozloučili výhrou. České Budějovice zdolali na svém ledě 6:4. Hattrickem výhru zařídil Koblasa. Pardubice baráž uzavřely výhrou 4:1 nad Kladnem. Za Rytíře nenastoupil Jaromír Jágr ani Tomáš Plekanec. Na lavičce Chomutova nechyběl kouč Vladimír Růžička starší, který s týmem neodcestoval v neděli do Kladna a Piráty tam vedl jako hlavní trenér asistent Jan Šťastný. V úvodu neproměnil šanci domácích Stránský, na druhé straně sice dostal ve čtvrté minutě Jakub",Report
Vyrovnáno. Liberec dokázal vyhrát v prodloužení v Třinci a stav finálové série je 2:2,Dramatické utkání rozhodl v 75. minutě obránce Tomáš Havlín.,Report
"Liberec srovnal sérii, v prodloužení rozhodl Havlín","Hokejisté Liberce vyhráli čtvrté finále play off extraligy v Třinci 2:1 v prodloužení a vyrovnali stav série na 2:2. Dramatické utkání rozhodl v 75. minutě obránce Tomáš Havlín. Severočeši vedli od 37. minuty, kdy se prosadil Radan Lenc, v 58. minutě ale vyrovnal David Cienciala.",Report
"Liberec vyrovnal finále, drama rozhodl v prodloužení Havlín","Hokejisté Liberce vyhráli čtvrté finále play off extraligy v Třinci 2:1 v prodloužení a vyrovnali stav série na 2:2. Dramatické utkání rozhodl v 75. minutě obránce Tomáš Havlín. Severočeši vedli od 37. minuty, kdy se prosadil Radan Lenc, v 58. minutě ale vyrovnal David Cienciala. Hosté po nevydařeném pondělním utkání nastoupili v lehce pozměněné sestavě. Do obrany se vrátil Havlín, v útoku si své pozice vyměnili Filippi a Hudáček. A zřejmě i díky tomu se jim v úvodu dařilo lépe než o 24",Report
"HJK-luotsi nöyränä, myönsi virheensä: ”Käsi pystyyn”","Stadin derbyn jälkeen ei ollut epäselvää, kummassa leirissä tasapeli maistui paremmalle. HIFK:n pelaajat eivät tuuletelleet villisti, mutta kaikesta aisti, että sarjajumbona iltaan lähteneille punapaidoille piste oli saavutus. Sarjakärki HJK:lle tasuri sen sijaan tarkoitti kahta menetettyä pistettä. HIFK myös ansaitsi pisteensä, eikä vieraiden voittokaan olisi ollut vääryys. Etenkin avausjaksolla HJK oli erittäin heikko. Myös pelin jälkeen esimerkiksi maalintekoyritykset, laukaukset kohti maalia ja kulmapotkut olivat HIFK:lle.",Report
"Dvije golčine Huesce u tri minute. Prvi petom, a drugi projektil iz voleja",NAKON sedam utakmica bez pobjede Huesca je svladala Eibar 2:0 u 34. kolu La Lige uz dva čudesna pogotka u borbi za opstanak.,Report
Todellista finaalihuumaa! Maaginen 14-sekuntinen käänsi ottelun HPK:lle – Janne Tavin maalit upottivat Kärpät,"Janne Tavi viimeisteli kaksi maalia, kun HPK kukisti Kärpät toisessa SM-finaalissa. Katso maalikooste kuvaa klikkaamalla!",Report
Eine gute Halbzeit genügt Rapid zum Sieg in Hartberg,"Vor der Pause agierten die Hütteldorfer inferior, feierten am Ende aber einen 4:2-Erfolg. Mattersburg und Altach gewannen ebenfalls.",Report
Esbjerg fastholder tredjepladsen efter uafgjort mod OB,"Esbjerg bevarede tirsdag tredjepladsen i Superligaen, da hjemmekampen mod OB endte 0-0.",Report
"Češky dobývají Istanbul. Strýcová má čtvrtfinále, Vondroušová smetla turnajovou pětku","Devatenáctiletá Markéta Vondroušová porazila Ajlu Tomljanovicovou 6:3, 6:3, Barbora Strýcová udolala Rumunku Soranu Cirsteaovou 6:2, 1:6, 6:3.",Report
"Strýcová je v Istanbulu ve čtvrtfinále, Vondroušová v 2. kole","Istanbul - Tenistka Barbora Strýcová na turnaji v Istanbulu za dvě a čtvrt hodiny udolala Rumunku Soranu Cirsteaovou 6:2, 1:6, 6:3 a letos podruhé postoupila do čtvrtfinále. Po úspěšné prostějovské...",Report
Flipkens geeft na één set op in WTA-toernooi Istanboel,Kirsten Flipkens (WTA 59) heeft haar partij van de eerste ronde op het WTA-toernooi in Istanboel (gravel/250.000 euro) niet uitgespeeld. Flipkens...,Report
Медведев пробился в третий круг теннисного турнира в Барселоне,"Россиянин Даниил Медведев вышел в третий круг теннисного турнира в Барселоне, сообщает РИА &quot;Новости&quot;.
Теннисист в матче второго раунда одержал победу над испанцем Альбертом Рамосом-Виньоласом. Встреча завершилась со счетом 6:3, ...",Report
Barcelone: Medvedev réussit son entrée,"Demi-finaliste au Masters 1000 de Monte-Carlo, Daniil Medvedev a poursuivi sur sa lancée mercredi à Barcelone, en battant Albert Ramos-Vinolas en trois sets (6-3, 2-6, 6-1).
Le Russe, tête de série numéro 7, affrontera Gilles Simon ou l&#039;Américain Mackenzie McDonald en huitièmes de finale du tournoi catalan.
.@DaniilMdvedev beats @albertramos88 63, 26, 61! #bcnopenbs pic.twitter.com/ISJfAma96J— Barcelona Open Banc Sabadell (@bcnopenbs) 24 avril 2019",Report
Tennis - ATP - Barcelone - Barcelone : Lucas Pouille battu par David Ferrer,"Lucas Pouille n&#039;a pas pesé lourd face à David Ferrer pour son entrée...",Report
Duell der Freundinnen: Petkovic fordert Kerber,"Angelique Kerber hatte gehofft, nach ihrer Erkrankung noch ein wenig Zeit für Training und Erholung zu gewinnen. Der Wunsch erfüllte sich. Es wartet jetzt eine Gegnerin, die sie gut kennt.",Report
Tenisz: Balázs Attila játszott már jobb meccset is,"Először vert meg top 60-as ellenfelet, de szerényen nyilatkozott Balázs Attila, aki kedden bravúrral bejutott a második fordulóba az 586 140 euró (184.6 millió forint) összdíjazású budapesti férfi salakpályás tenisztornán.",Report
"Foot - C1 - Concacaf - Les Tigres d&#039;André-Pierre Gignac battus par les Rayados en finale aller de Ligue des champions de la Concacaf","Dans un derby de Monterrey à la physionomie très changeante, les...",Report
"Vondroušová na antuce válí. Zvládla první kolo v Istanbulu, Strýcová je ve čtvrtfinále","Nejdřív si v roli jedničky českého fedcupového týmu v baráži poradila s kanadskými soupeřkami. Nyní Markéta Vondroušová vyhrála i třetí zápas antukové sezony, když porazila v Istanbulu Australanku Ajlu Tomljanovicovou 6:3, 6:3 a postoupila do druhého kola. Barbora Strýcová pak v Istanbulu za dvě a čtvrt hodiny udolala Rumunku Soranu Cirsteaovou 6:2, 1:6, 6:3 a letos podruhé postoupila do čtvrtfinále.",Report
"Vondroušová v Istanbulu zvládla první kolo, Strýcová bude bojovat o čtvrtfinále","WTA ISTANBUL - Markéta Vondroušová pokračuje ve skvělé letošní formě. Hrdinka víkendové fedcupové baráže začala v Istanbulu hladkým vítězstvím nad nasazenou Australankou Ajlou Tomljanovičovou a vstup do antukové sezony zvládla. O postup do čtvrtfinále bude hrát Barbora Strýcová, která změří síly s Rumunkou Soranou Cirsteaovou.",Report
"Vondroušová v Istanbulu zvládla první kolo, Strýcová vybojovala postup do čtvrtfinále",WTA ISTANBUL - Markéta Vondroušová pokračuje ve skvělé letošní formě. Hrdinka víkendové fedcupové baráže začala v Istanbulu hladkým vítězstvím nad nasazenou Australankou Ajlou Tomljanovičovou a vstup do antukové sezony zvládla. Barbora Strýcová na turecké antuce zvládla další třísetový zápas a po výhře nad Rumunkou Soranou Cirsteaovou postoupila do čtvrtfinále.,Report
"Strýcová po boji slaví postup, dál jde i Vondroušová","Tenistka Barbora Strýcová na turnaji v Istanbulu za dvě a čtvrt hodiny udolala Rumunku Soranu Cirsteaovou 6:2, 1:6, 6:3 a letos podruhé postoupila do čtvrtfinále. Po úspěšné prostějovské baráži proti Kanadě začala vítězně Markéta Vondroušová, která v 1. kole porazila pátou nasazenou Ajlu Tomljanovicovou z Austrálie dvakrát 6:3 a na antuce vyhrála i třetí letošní zápas.",Report
Tennis - ATP - Pouille sorti sans ménagement par Ferrer,Lucas Pouille n’a pas rassuré sur son niveau de jeu sur terre-battue à moins d’un mois de Roland-Garros. Le Français (31e joueur mondial)...,Report
"Barcelone: Pouille, ça ne s’arrange toujours pas","Comme à Montpellier, Indian Wells, Miami et Monte-Carlo, Lucas Pouille a été éliminé d’entrée mercredi à Barcelone.
Le demi-finaliste de l’Open d’Australie, redescendu au 32e rang mondial, a subi la loi du vétéran espagnol David Ferrer (6-3, 6-1 en 1h15), un 155e au classement ATP qui attend son compatriote Rafael Nadal, opposé à Leonardo Mayer, en huitièmes de finale.",Report
Canadian Felix Auger-Aliassime off to strong start at Barcelona Open,"Felix Auger-Aliassime is off to the third round of the Barcelona Open after the No. 16 seed from Montreal beat Malek Jaziri of Tunisia 6-3, 7-6 (7) at the ATP Tour 500 clay-court event on Wednesday.",Report
Tennis - ATP - Félix Auger-Aliassime défiera Nishikori en huitièmes de finale,"La jeune pépite canadienne continue son chemin au tournoi de Barcelone. Il a aisément battu le Tunisien Malek Jaziri (6-3, 7-6) et affrontera Kei...",Report
Auger-Aliassime au 3e tour à Barcelone,"Pour son entrée en scène au tournoi de Barcelone, le Canadien Denis Shapovalov, neuvième tête de série, affronte présentement le Chilien Christian Garin, 48e joueur mondial. Garin s&#039;est emparé de la première manche au compte de 7-5. Après avoir concédé le premier bris de service, le Chilien en a réussi deux pour l&#039;emporter 7-5. Shapovalov tente de faire mieux que son élimination subie dès le deuxième tour du Masters 1000 de Monte-Carlo, la semaine dernière. Il tente d&#039;imiter son compatriote Félix-Auger-Aliassime, qui s&#039;est qualifié pour le troisième tour plus tôt mercredi. Auger-Aliassime a franchi mercredi les seizièmes de finale au tournoi de tennis de Barcelone, en Espagne.",Report
Tennis - WTA - Élimination de Mihaela Buzarnescu,"La tête de série numéro 2 du tournoi d&#039;Istanbul, la Roumaine Mihaela Buzarnescu s&#039;est fait éliminée au 2e tour par la Russe Margarita...",Report
"Buzărnescu şi Cîrstea, învinse în turul doi la Istanbul. VIDEO Izbucnire incredibilă a Soranei, la adresa arbitrului: &quot;nebun sau orb?&quot;. &quot;Miki&quot;, în lacrimi. Ana Bogdan, singura &quot;supravieţuitoare&quot;: adversara nu a terminat meciul","Cîrstea a tunat la arbitru, Buzărnescu a plâns şi a pierdut meciul de la 5-3 în decisiv. Ana Bogdan contniuă cursa la Istanbul.",Report
Гаспарян обыграла Бузарнеску и вышла в четвертьфинал турнира в Стамбуле,Призовой фонд соревнований составляет 225 тысяч долларов.,Report
Donna Vekić preko Talijanke do drugog kola Stuttgarta,"DONNA VEKIĆ svladala je Giuliju Gatto-Monticone sa 6:1, 7:5 za 79 minuta igre. U drugom kolu igrat će protiv 22. tenisačice svijeta.",Report
"POBJEDA U NJENOM STILU Donna Vekić odlično startala u Stuttgartu, čeka ju sjajna Ruskinja Darija kasatkina","WTA STUTTGART - Najbolja hrvatska tenisačica Donna Vekić (WTA - 25.) plasirala se u 2. kolo WTA Premier turnira u Stuttgartu, gdje je u srijedu u dvoboju 1. kola svladala Talijanku Giuliju Gatto-Monticone (WTA - 169.) sa 6-1, 7-5 nakon 79 minuta igre.",Report
”Han är ett offer – den som kommer skadas”,"Marcus Rashford nätade för England i EM-kvalet.Men i Manchester United blommar inte 21-åringen som förväntat – och röster höjs för att han kommer drabbas hårt av klubbens kris.– Han är ett offer, säger ESPN:s expert Alejandro Moreno.”De som skadas i den här krisen kommer inte bara vara Solskjaer eller Ed Woodward”, skriver The Guardians krönikör Jonathan Wilson.",Report
Tennis: Bencic passe le premier tour à Stuttgart,La Saint-Galloise a battu la Luxembourgeoise Mandy Minella en deux sets et attend Kiki Bertens en 8es de finale.,Report
Barcelone: Thiem écarte Schwartzman,"Dominic Thiem s’est qualifié sans trembler pour les huitièmes de finale du tournoi ATP de Barcelone. Tête de série n°3 sur le terre battue catalane, l’Autrichien a pris mardi le meilleur sur l’Argentin Diego Schwartzman en deux sets (6-3, 6-3). Il affrontera au prochain tour l’Espagne Jaume Munar, tombeur de l’Américain Frances Tiafoe (6-4, 6-3).",Report
Aukštaūgių kroatų akistatoje M. Čiličius pranoko I. Karlovičių,"Rusijoje vykstančiame Maskvos ATP 250 turnyre susitiko du aukštaūgiai kroatai, kurie kovojo dėl patekimo į ketvirtfinalį. Marinas Čiličius (ATP 25) per du setus nugalėjo Ivo Karlovičių (ATP 87) ir užsitikrino vietą ketvirtfinalyje.
Akistatos rezultatas 6-1, 7-6, o kova truko 1 valandą ir 24 minutes.
Pirmą setą be pasipriešinimo laimėjo M.",Report
"Strýcová zvládla duel se Slovenkou, zato Siniaková vypadla s hráčkou z kvalifikace","Obě české tenistky svedly třísetové bitvy, ale zatímco Strýcová nakonec slavila, Siniaková se postarala o nepříjemné překvapení.",Report
Barca a win away from successive La Liga title,"Barcelona moved to within touching distance of the La Liga title with a comfortable victory at Alaves. After a goalless first half, midfielder Carles Alena, 21, opened the scoring with a close-range finish following a sweeping attack by the visitors. Barcelona were awarded a penalty soon after following a VAR handball review and Uruguay’s Luis […]",Report
Alexander Zverev schon wieder früh out,"Der deutsche Tennis-Jungstar Alexander Zverev ist beim ATP-500-Tennisturnier von Barcelona bereits in der 2. Runde ausgeschieden.
Der Weltranglisten-Dritte unterlag nach einem Auftakt-Freilos am Dienstag dem Weltranglisten-81. Nicolas Jarry aus Chile mit 6:3, 5:7, 6:7(5). Nach dem gewonnen ersten Satz kippt die Partie komplett.
Jarry führt im zweiten Satz bereits mit 3:0, doch Zverev gleicht auf 3:3 aus. Trotzdem geht der Satz mit 7:5 an den Chilenen. Im dritten Satz entscheidet das Tie-Break zugunsten des Außenseiters.
Bereits in Monte Carlo war für Zverev im Achtelfinale gegen Fabio Fognini Schluss.",Report
"Tennis - ATP - Le résumé vidéo de l&#039;élimination surprenante d&#039;Alexander Zverev",Rien ne va plus pour Alexander Zverev. Le joueur allemand a été éliminé dès son entrée en lice mardi au 2e tour du tournoi de Barcelone en trois...,Report
Krimi gegen Jarry: Alexander Zverev unterliegt Underdog in Barcelona,Nach holprigem Saisonstart auf Hartplatz wollte Alexander Zverev auf Sand richtig durchstarten. Doch nach dem frühen Aus in Monte Carlo enttäuschte der 22-Jährige auch in Barcelona. Tennisprofi Alexander Zverev hat beim ATP-Turnier in Barcelona den nächsten herben Rückschlag erlitten. Der mit einem,Report
Zverev scheidet erneut früh aus,"Es läuft derzeit einfach nicht für Alexander Zverev. Beim ATP-Turnier in Barcelona, für das er eine Wildcard bekam, wollte der Tennis-Weltranglisten-Dritte weitere Spielpraxis sammeln. Doch daraus wurde nicht viel - trotz eines Matchballs. Auch sein älterer Bruder Mischa musste die Segel streichen. Dagegen erreichte Jan-Lennard Struff überraschend das Achtelfinale.",Report
Tennis: Lucky loser Jarry stuns Alexander Zverev in Barcelona Open,"Alexander Zverev crashed out of the Barcelona Open in the second round on Tuesday, continuing his troubled start to 2019.",Report
Srečni poraženec Jarry v podaljšani igri izločil Zvereva,"Nemškemu tenisaču Alexandru Zverevu, tretjemu igralcu sveta, ne gre vse po načrtih. V drugem krogu turnirja v Barceloni je izpadel proti srečnemu poražencu kvalifikacij, Čilencu Nicolasu Jarryju.",Report
Zverev cai para Nicolas Jarry na estreia em Barcelona,"O ATP 500 de Barcelona já contou com um resultado surpreendente. Nesta terça-feira, Alexander ...",Report
"Lillard dalekonosnou trojkou poslal Portland do čtvrtfinále NBA, postupuje také Philadelphia a Toronto","Basketbalisté Portlandu, Philadelphie a Toronta si zajistili postup do čtvrtfinále play-off NBA. Série vyhráli s přehledem 4:1. Portlandu vystřílel rozhodující výhru nad Oklahomou 118:115 Damien Lillard, který dal 50 bodů včetně dalekonosné vítězné trojky. Sixers v pátém utkání přehráli Brooklyn 122:100, Toronto zvítězilo nad Orlandem 115:96. Blízko postupu je Denver, který vyhrál pátý zápas nad San Antoniem 108:90 a vede v sérii 3:2.",Report
"Nishikori advances, Zverev eliminated early in Barcelona","Former champion Kei Nishikori advanced to the third round of the Barcelona Open by beating Taylor Fritz 7-5, 6-2",Report
Lucky loser Jarry stuns Alexander Zverev in Barcelona Open,"Alexander Zverev crashed out of the Barcelona Open in the second round on Tuesday, continuing his troubled start to 2019.",Report
Tennis - ATP - Pouille plus bas que terre à Barcelone,"Battu à Barcelone pour la cinquième fois consécutive cette année au 1er tour, Lucas Pouille n’a plus gagné un match depuis l’Open...",Report
VIDEO. Lang moest Long niet wachten: Ier van Southampton scoorde gisteren snelste goal ooit in de Premier League,7 seconden en 69 honderdsten. Dat is de tijd die Shane Long nodig had om de netten te doen trillen in het Premier League-duel tussen Southampton en...,Report
Watford 1-1 Southampton: Saints edge further away from the drop zone with hard-fought draw,"ADRIAN KAJUMBA AT VICARAGE ROAD: On a night when Watford were filming for Sir Elton John’s forthcoming biopic Rocketman, Gray provided the dramatic closing scene.",Report
Ajax wint overtuigend van Vitesse: 4-2,Dusan Tadic schoot twee strafschoppen binnen. Koploper Ajax is door de winst weer een stapje dichter bij de eerste landstitel sinds 2013-2014.,Report
"Tottenham se trápil, nakonec však Brighton po brance v závěru udolal","Tottenham dlouhou dobu marně okupoval obranný val Brightonu, nakonec jej však díky Eriksenovi v závěru utkání prolomil. Kohouti si tak udrželi třetí místo, naopak hosté zůstávají na sedmnácté příčce a ještě se budou hodně strachovat o záchranu v Premier League.",Report
Premier League: Pochettino proud after Tottenham win late against Brighton,"Description  Tottenham midfielder Christian Eriksen celebrates after scoring the winning goal against Brighton Credits  Clive Rose/Getty Images Alt Text  Tottenham midfielder Christian Eriksen celebrates after scoring the winning goal against Brighton
Southampton’s Shane Long scores the quickest goal in EPL history One-Minute Read Wednesday, April 24, 2019 - 7:17am Premier League
Tottenham Hotspur 1 Brighton &amp; Hove Albion 0
A stunning strike from Christian Eriksen in the penultimate minute of the match gave Tottenham victory over a brave Brighton side on Tuesday evening.",Report
JESS! Kontaveit alistas kõrgetasemelisel turniiril tugeva vastase,"Eesti tennise esireket Anett Kontaveit (WTA 15.) alustas kõrgetasemelist Stuttgarti WTA-turniiri edukalt, alistades avaringis 6:4, 6:3 Caroline Garcia (WTA 21.).",Report
Basket - Euroligue (H) - Euroligue : le Real Madrid bat le Panathinaïkos et se qualifie pour le Final Four,"Le Real Madrid s&#039;est imposé, mardi, face au Panathinaïkos (82-89) et...",Report
"Basket - Coupes d&#039;Europe - Le Real balaie le Pana et se hisse au Final Four",Jamais deux sans trois. Le Real Madrid a composté son billet pour le Final Four de l’Euroligue à la faveur de sa victoire sur le parquet du...,Report
"Gudurić srušio Žalgiris, Real eliminisao PAO","Košarkaši Fenerbahčea savladali su u gostima Žalgiris rezultatom 66:57 i poveli sa 2:1 u četvrtfinalnoj seriji Evrolige. U polufinalu je Real, koji je savladao Panatinaikos sa 89:82 i završio posao u tri utakmice.",Report
Olimpia empata em Concepción e segue invicto na Libertadiores,"O Olimpia suou, mas conseguiu se manter invicto na Libertadores da América na bacia das almas. ...",Report
"Foot - Asie - C1 - Ligue des champions d&#039;Asie : Al Hilal et Al Duhail s&#039;imposent","Vainqueurs ce mardi, Al Hilal et Al Duhail dominent le groupe C de la...",Report
Eishockey: NHL - Toronto als letzter kanadischer Club im NHL-Play-off out,Stanley-Cup zum 25. Mal in Folge an US-Club – Maple Leafs unterlagen Boston Bruins – San Jose eliminierte Vorjahresfinalist Las Vegas,Report
"Lillard dalekonosnou trojkou poslal Portland do čtvrtfinále NBA, postupuje také Philadelphia a Toronto","Basketbalisté Portlandu, Philadelphie a Toronta si zajistili postup do čtvrtfinále play-off NBA. Série vyhráli s přehledem 4:1. Portlandu vystřílel rozhodující výhru nad Oklahomou 118:115 Damien Lillard, který dal 50 bodů včetně dalekonosné vítězné trojky. Sixers v pátém utkání přehráli Brooklyn 122:100, Toronto zvítězilo nad Orlandem 115:96. Blízko postupu je Denver, který vyhrál pátý zápas nad San Antoniem 108:90 a vede v sérii 3:2.",Report
Tennis - ATP - Victoire de Roberto Carballés Baena,"Victoire de Roberto Carballés Baena, 104e mondial, en 1/16 de finale du tournoi de Barcelone contre Nicolas Kuhn (6-7, 6-4, 6-2). L&#039;Espagnol...",Report
Tottenham 1-0 Brighton: Christian Eriksen scores sensational late winner,RIATH AL-SAMARRAI AT THE TOTTENHAM HOTSPUR STADIUM: Christian Eriksen scored a late winner as Tottenham defeated Brighton to boost their hopes of a top four finish.,Report
Mariners visit the Padres at PETCO Park,The Seattle Mariners will travel to play San Diego at PETCO Park,Report
Sale remains winless as Tigers beat Red Sox in DH opener,Sale remains winless as Tigers beat Red Sox in DH opener,Report
"Chiefs vs. Broncos results: Kansas City cruises to win, loses Patrick Mahomes to knee injury","The Chiefs took down the Broncos on &quot;Thursday Night Football&quot; but lost Patrick Mahomes to a knee injury. Sporting News tracked live updates and highlights of the AFC West battle.",Report
"Hertl dal gól a další připravil! San Jose slaví postup, Boston také","Hokejisté Bostonu zvítězili na domácím ledě 5:1 nad Torontem a sérii vyhráli 4:3 na zápasy a postupují do druhého kola play off. Jednou asistencí se na výhře podílel i David Krejčí. O neskutečný obrat se postarali hokejisté San Jose, kteří vyhráli 5:4 v prodloužení nad Las Vegas. David Pastrňák se sice v posledním vítězném utkání neprosadil, ale mrzet ho to nemusí.Zápas rozhodli hráči ze třetí a čtvrté lajny.
Boston udeřil jako první v 15. minutě, když Joakim Nordström trefil z ostrého",Report
"NHL: hetedik meccset nyert a Bruins; kilencgólos dráma San Joséban",A Boston Bruins és a San Jose Sharks is a párharc hetedik mérkőzését megnyerve jutott tovább a főcsoport-elődöntőkbe az észak-amerikai jégkorongliga (NHL) rájátszásában.,Report
