title,perex,label
Не е ясно колко ще отсъства Тиам,Полузащитникът на Левски Кали Тиам е с мускулна травма на бедрото. Играчът получи травмата в началните минути на реванша от втория предвариителен кръг ...,Injuries
"LOŠE VIJESTI ZA ZLATKA DALIĆA Andrej Kramarić sigurno propušta početak sezone, za SN komentirao svoju ozljedu: &#039;Zasad nema znakova da je išta bolje&#039;","&#039;MORAM BITI STRPLJIV&#039; - NESPOKOJ Reprezentativni napadač više od dva tjedna ne trenira i neće biti spreman za početak sezone",Injuries
Flinke domper voor PSV: Lammers komende maanden niet in actie na operatie,PSV kan de komende maanden geen beroep doen op Sam Lammers. De spits is woensdagmiddag geopereerd aan zijn rechterknie. Lammers viel zaterdag geblesseerd uit in de wedstrijd om de Johan Cruijff Schaal en ontbrak ook al in de Champions League-return tegen FC Basel.,Injuries
Αναγκαστική αποχώρηση του Καντέ από την προετοιμασία της Τσέλσι,"Ο Ενγκολό Καντέ αποχώρησε από την προετοιμασία της Τσέλσι και επιστρέφει νωρίτερα στην Αγγλία προκειμένου ν&#039; ακολουθήσει ειδική θεραπεία για το πρόβλημα που αντιμετωπίζει στο γόνατο από το φινάλε της περασμένης σεζόν.",Injuries
Raptors’ Kyle Lowry has surgery on injured thumb,The all-star point guard damaged ligaments in his left thumb during Toronto’s Game 7 victory over Philadelphia in the Eastern Conference semifinals but continued to play en route to Toronto’s first NBA title.,Injuries
Raptors’ Kyle Lowry has surgery on thumb injured in playoffs,The All-Star point guard was hurt May 12 during Game 7 of a victory over Philadelphia in the Eastern Conference semifinals.,Injuries
Chelsea issue injury update on N’Golo Kante after he leaves pre-season tour of Japan early to return to London,A blow for Chelsea!,Injuries
Kieran Tierney’s Arsenal transfer in jeopardy as Celtic star faces two months out,Typical...,Injuries
"Lienharts &quot;perfekter Ort&quot; - Zwangspause für Haberer","Eine gute und eine schlechte Nachricht gab es an diesem Montag für den SC Freiburg. Während Philipp Lienhart seinen Arbeitsvertrag vorzeitig verlängerte, folgte die Gewissheit, dass Janik Haberer eine Zwangspause bevorsteht.",Injuries
Kwon fällt mit Muskelfaserriss aus,Der SC Freiburg wird zum Saisonstart auf Neuzugang Chang-Hoon Kwon verzichten müssen. Der Offensivspieler hat sich einen Muskelfaserriss in der Wade zugezogen und wird drei bis vier Wochen ausfallen. Der Neuzugang musste sich im Testspiel am Freitag gegen Kayserispor verletzt auswechseln lassen. Dafür sind beim Sport-Club andere Spieler auf den Trainingsplatz zurückgekehrt.,Injuries
"Mikel, Onazi Drilled In Trabonspor  Endurance Training Ahead Europa League Qualifier Vs Sparta Prague","Nigerian players at Trabzonspor; John Mikel Obi, Ogenyi Onazi and Anthony Nwakaeme featured in the club’s endurance training session on Saturday morning as they stepped up preparation for the first leg of their Europa League Third Qualifying Round away to Sparta Prague of Czech Republic, Completesports.com reports. Sparta Prague will host Trabzonspor on Thursday, August […]
The post Mikel, Onazi Drilled In Trabonspor Endurance Training Ahead Europa League Qualifier Vs Sparta Prague appeared first on Complete Sports.",Injuries
Steffens Fehlstart ins Trainingslager,"Wolfsburgs Start in das Trainingslager im österreichischen Schladming stand unter keinem guten Stern. Kaum angekommen, hatten die Wölfe schon den ersten Verletzten zu beklagen: Renato Steffen.",Injuries
Nadjack sofre lesão grave,Defesa-direito vai ser operado para corrigir rotura total do tendão rotuliano do joelho direito,Injuries
"Chris Froome on Dauphiné crash aftermath: &#039;Like a scene from Grey’s Anatomy&#039;","Team Ineos rider says he is on course for 2020 Tour‘It really was one of those freak, freak accidents’Chris Froome described the aftermath of his horror crash at the Critérium du Dauphiné as like something out of a television drama but believes he is ahead of schedule in his rehabilitation as he sets his sights on next year’s Tour de France.Froome’s hopes of a record-equalling fifth Tour title this year were ended in violent fashion in June when he crashed heavily during a recon ride of the time trial route of the Dauphiné, suffering multiple broken bones including a fractured neck, a fractured right femur, a broken hip and fractured ribs. Continue reading...",Injuries
"Paul Pogba is committed to Man Utd and should play against Chelsea, says Ole Gunnar Solskjaer",The Frenchman missed the final friendly of the summer,Injuries
Yankees slugger Encarnación breaks wrist when hit by pitch,Yankees slugger Encarnación breaks wrist when hit by pitch,Injuries
Encarnacion breaks wrist as Yanks lose another 1B,"With Edwin Encarnacion&#039;s wrist injury, suffered in Game 1 on Saturday against Boston, the Yankees are now down three first baseman.",Injuries
"Twins lose breakout center fielder Byron Buxton to shoulder injury for a &#039;couple of weeks&#039;",Buxton suffered the injury crashing into the wall on Thursday,Injuries
"Cubs&#039; Willson Contreras Exits vs. Brewers After Suffering Apparent Leg Injury",Chicago Cubs catcher Willson Contreras left Saturday's game against the Milwaukee Brewers after he suffered an apparent right leg injury.,Injuries
"Yanks&#039; 1B woes grow as Encarnacion breaks wrist","New York Yankees slugger Edwin Encarnacion is heading to the 10-day injured list with a broken right wrist, the team announced before the second game of Saturday's doubleheader against the Red Sox.",Injuries
"Luis Severino close to returning to mound, Didi Gregorius expected to avoid injured list",The Yankees currently have 13 players on the injured list. Here's the latest on most of them,Injuries
HFC bezahlt Sieg teuer: Schilk renkt sich die Hüfte aus,"Es war eine perfekte englische Woche für den Halleschen FC, der sich durch ein 3:1 über Aufsteiger Chemnitz am Samstag auf Platz 3 der Drittliga-Tabelle festsetzte. Eine fast perfekte Woche.",Injuries
エンゼルス先発ペーニャ、右足痛め緊急降板　ここまでチームトップの８勝,インディアンス－エンゼルス（３日＝日本時間４日、クリーブランド）エンゼルスの先発右腕・ペーニャが右足を負傷し、二回途中で緊急降板するアクシデントに見舞われた。,Injuries
Noodlot slaat wéér toe: Fortuna-aanvaller lang aan de kant door zware knieblessure,"Het noodlot heeft opnieuw toegeslagen voor Djibril Dianessy. De aanvaller van Fortuna Sittard heeft in de oefenwedstrijd tegen SV Meerssen een zware knieblessure opgelopen, zo meldt de club via de offici&amp;euml;le kanalen.",Injuries
Torhüter erlitt Armbruch: Schuhen fehlt Darmstadt,Kurz vor dem zweiten Pflichtspiel der Saison muss Darmstadt 98 eine Hiobsbotschaft verkraften: Torhüter Marcel Schuhen hat sich den linken Arm gebrochen und wird länger ausfallen.,Injuries
Braunschweig ohne Nehrig nach Jena,Nach zwei Siegen zum Start in die Drittliga-Saison ziert Eintracht Braunschweig die Spitze der Tabelle und ist auf dem Papier am Dienstagabend beim punktlosen FC Carl Zeiss Jena Favorit. Trainer Christian Flüthmann muss auf seinen Kapitän verzichten und warnt seine Mannschaft.,Injuries
Knieverletzung! Sané unter Schmerzen ausgewechselt,"Obwohl sich sein Wechsel zum FC Bayern anbahnt, stand Leroy Sané im Community Shield am Sonntag in Manchester Citys Startelf - und verletzte sich prompt am Knie.",Injuries
Honvéd: műtét és hosszú kihagyás vár a Craiovában megsérült kapusra,"Beigazolódtak a korábbi félelmek, a román Universitatea Craiova ellen botrányos körülmények között elveszített Európa-liga-selejtezőn megsérülő Lefkovits Robi súlyos térdsérülést szenvedett. A Budapest Honvéd nyáron igazolt, izraeli-magyar kettős állampolgárságú kapusa keresztszalag-szakadást szenvedett, és az oldalszalag valamint a porc is megsérült a térdében, így műtét és hosszú kihagyás vár rá.",Injuries
"Froome poprvé ukázal děsivé jizvy, promluvil i o vážné nehodě","Na začátku června měl Chris Froome vážnou nehodu a o dva měsíce později už plně myslí na cyklistiku. Už trénuje na rotopedu a poprvé ukázal i děsivé jizvy. V polovině června vyděsil Chris Froome všechny své fanoušky. Při tréninku ve sjezdu smrkal a v rychlosti kolem 60 kilometrů za hodinu naboural do zdi. Jeho kolegové, kteří nehodu viděli, prozradili, že může být rád, že vůbec žije.
„Trénovali jsme na závody, které byly druhý den. Bylo hodně větrno a víc si nepamatuju,“ promluvil Froome o",Injuries
Dele Alli a doubt for Spurs’ Premier League opener vs Aston Villa after hamstring injury,DELE ALLI is a doubt for Tottenham’s Premier League opener against Aston Villa after suffering a hamstring injury during pre-season. The 23-year-old was unavailable to Mauricio Pochettino for their penalty shoot-out defeat to Inter Milan in the International Champions Cup. The England international missed nine league games because of a similar problem last season and […],Injuries
Mauricio Pochettino delivers worrying injury update on Dele Alli after Spurs draw against Inter,A blow for Spurs!,Injuries
Ztráta pro basketbalový nároďák! Veselý nejede na mistrovství světa,"Česká basketbalová reprezentace se na nadcházejícím MS v Číně musí obejít bez Jana Veselého. Nejužitečnější hráč Evropské ligy z minulé sezony nestihne šampionát kvůli zranění kolena Devětadvacetiletý Veselý patří ke kmenovým hráčům výběru trenéra Ronena Ginzburga. Bohužel měsíc před šampionátem si obnovil zranění kolena a spoluhráči se tak budou muset obejít bez něj.&quot;Bohužel to na mistrovství světa nevyjde. Zdraví je přednější. Musím vyléčit zraněné koleno, abych mohl vydržet sezonu až do",Injuries
Unai Emery provides Alexandre Lacazette injury update ahead of Newcastle clash,"The Spaniard spoke following Arsenal&#039;s defeat to Barcelona.",Injuries
Arsenal injury blow with Dani Ceballos unable to train for next two days and in battle to be fit for Newcastle clash,ARSENAL’S new signing Dani Ceballos is a major injury doubt for the Gunners’ season-opener against Newcastle. Ceballos came on in the 72nd minute of the friendly defeat to Barcelona at the weekend. But the man on loan from Real Madrid was caught by Barca defender Clement Lenglet that will come as a great worry to […],Injuries
